Description,is_sif,source,Industry Sector,Employee or Third Party,iogp_rule
"At 4:00 a.m. on September 24, 2015, a 56-year-old employee was working for a firm of fresh fruit and vegetable merchant wholesalers. He was operating a Crown order picker, with Serial Number 1A84682. He was preparing to retrieve a box from an elevated rack, when he fell 7.6 meters (25 feet) from an elevated platform to the concrete floor. He sustained multiple injuries, and he was killed. He was not wearing the harness and lanyard with which he had been supplied.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"At 11:50 a.m. on June 3, 2016, Employee #1 bumped their head lightly against a low-hanging cable tray while walking through the plant room. The employee was wearing a hard hat and was uninjured. The tray was marked with hazard tape. The supervisor was notified and the observation was entered into the site log.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 12:30 p.m. on September 15, 2015, Employee #1 parked his truck on the side of the road to assist two motorists that had been involved in a collision. The employee was attempting to stop traffic so the vehicles could be moved to the same side of the highway. A dump truck was approaching the scene of the accident and attempted to stop, when the brakes locked and the dump truck swerved out of control. The dump truck struck Employee #1, crushing him against a metal street light pole, killing him.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
"In moments when the staff of the IMPROMEC company was heading towards the 447 pique to support shotcrete casting jobs; One of the electricians does not identify a lane and water in the road, so his right leg enters the gutter of 0.8 m depth causing the injury. The service of the litorina was paralyzed for the entrance of this personnel.",0,IHM_Stefanini,Others,Employee,Working at Heights
"A forklift turned into a warehouse side entry, and a rear tire caught an employee's foot and went over the employee's right leg. The employee suffered a closed fracture to the leg below the knee and was hospitalized.",1,OSHA_SIR,Others,Employee,Uncategorized
"At times when the mill operator proceeded to remove the vitaulic flange connecting the suction pipe to the pump housing 8B; with the intention of de-sanding the system, when removing the flange, the mineral pulp comes out under pressure and impacts on the face and wrist of his left hand generating the lesion described. At the time of the accident, both the secondary mill No. 4 and the pumps 8A and 8B were blocked for maintenance work and the mill operator used his safety glasses.",1,IHM_Stefanini,Others,Employee,Uncategorized
An employee was using gas powered sheers to trim shrubs and lacerated their fingers.,1,OSHA_SIR,Others,Employee,Uncategorized
While placing the dock plate an employee slipped between the dock and the truck. Skin was removed from the shin and a bone was broken.,1,OSHA_SIR,Others,Employee,Uncategorized
"An employee was inspecting an object at the edge of a middle-level floor. He lost his balance and fell to the ground-level floor, suffering injuries to the spleen and kidney. He was hospitalized.",1,OSHA_SIR,Others,Employee,Uncategorized
"At 10:30 a.m. on February 3, 2017, a storekeeper sustained a small paper cut while sorting shift handover documents. First aid was applied and the employee resumed duties immediately. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 10:30 a.m. on May 21, 2017, an employee bumped their head lightly against a low-hanging cable tray while walking through the plant room. The employee was wearing a hard hat and was uninjured. The tray was marked with hazard tape. No medical treatment beyond first aid was required.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 3:10 p.m. on July 26, 2016, an operator carried out a visual inspection of a conveyor guard while the conveyor was isolated and locked out. A loose fixing bolt was found and tightened. No injury occurred and no energy was present. A toolbox talk reminder was issued at the next shift briefing.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"The ground team coordinated by Prospector with his assistants: da Silva and Wila 14:45 p.m., in a prong opening to access and collect soil samples, Auxiliar came across some he tried to divert about 10 meters to the right of the place, but at the moment of the diversion he came across the marimbondo house in front of him, not giving time for any other action since the thugs were already agitated, da Silva 5 times: a sting in the head, another behind the neck and other 3 stings in the face. Since all have allergy tests, it was verified that there was no allergic reaction, washed the affected part and returned to normal activities.",0,IHM_Stefanini,Others,Employee,Uncategorized
"At 2:45 p.m. on April 17, 2016, a housekeeping attendant had a shirt cuff briefly catch on the handle of a stationary hand trolley. The trolley was not in motion and no injury occurred. The handle was taped. The area was inspected and returned to normal condition.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
An employee was bitten by a venomous spider at a construction site and was hospitalized.,1,OSHA_SIR,Others,Employee,Uncategorized
"During the marking of the management points, the supervision and the breeders enter the work to carry out the ventilation inspection, for which the surveying work stops to turn on the fan and proceed with the air flow measurements. When the fan is turned on due to pressure, it breaks the fastening points of the toe and the sleeve falls to the floor generating a chicoteo from gable to gable, product of the chicoteo a fragment of the aggregate of the shocrete is projected on the face of the injured person producing the injury.",0,IHM_Stefanini,Others,Employee,Uncategorized
"Geologist and auxiliary Ademir traveled to the field to evaluate geological points following the GPS near some drainage. Following the state highway that gives access to Aripuanã area, stopped and got out of the vehicle to see the point identified in the GPS, Mário, when distancing himself about five meters from the vehicle following the road, was surprised by two bites of thorns on his face. Quickly he hurried back to the vehicle, moving away from the place. The clerk was wearing a girdle and goggles, he still was not wearing gloves, as he would not enter the forest area. There was no allergic reaction.",0,IHM_Stefanini,Others,Employee,Uncategorized
"At 2:45 p.m. on July 26, 2016, a contractor's helper tripped over a trailing extension cable at floor level and stumbled but did not fall. No injury occurred. The cable was rerouted and secured with a floor cover. No lost time resulted from this event.",0,SYNTHETIC_NEG,Others,Employee,Uncategorized
"At 10:15 p.m. on March 23, 2017, an employee was reaching to remove an extra nut placed by the welding machine automatic feeder.  The employee inadvertently pressed the start button to cycle the machine and the welder tips came together when their left index finger was in the point of operation.The employee amputated their left index fingertip. ted their left index fingertip.",1,OSHA_ABSTRACTS,Others,Employee,Uncategorized
